"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 24 07:17:44 UTC 2025","Wed Dec 24 07:17:54 UTC 2025","9995","test","test_diplom","TestValidPayments","","","Тестирование оплаты тура по дебетовой карте","Тест 1.1: Оплата тура с валидной картой 'APPROVED'"
